"ParticipantID","Dim1_cweight","Dim2_cweight","Dim3_cweight","Dim4_cweight"
"9207849",0.919980424358845,0.976659819296496,1.11387299346598,1.25951294235939
"9210931",0.9002617070671,0.975236067926207,1.21705668197984,1.16765721745802
"9215898",0.973571176472448,0.979878517198815,1.17359397952304,1.08684328124681
"9221436",0.915879080120462,1.01526600249442,1.14329822196571,1.18290650047965
"9232429",0.895375964537296,0.960089162958551,1.15850142653885,1.25379633564842
"9266672",0.824364428115897,1.03686056463905,1.20332290287368,1.23801793718852
"9294988",0.932568385120037,0.981544021176013,1.05066663505713,1.29769411643197
"9299784",0.916400947676875,1.0430358891134,1.18094205107606,1.10417559975541
"9307354",0.945280626426739,0.844255311700118,1.01330715565755,1.46309053472294
"9340125",0.872457437517121,1.03207400940046,1.17721474671367,1.17380655829783
"9341625",0.900792284603432,0.962484956982797,1.23684241761216,1.16912260536305
"9343952",0.89968386903272,0.903586433717946,1.27138684827937,1.19817163958908
"9345158",0.858038776973182,0.931623738986135,1.15496043791652,1.36670543321868
"9391247",0.914735443443992,1.01544830485416,1.17359866885178,1.1459367789949
